code,districtName,districtCode,name,latitude,longitude,address,service
_eastern_district,Eastern District,hong_kong_district,Lai Tak Tsuen,22.2784156,114.1939856,"G/F, Block 6, Lai Tak Tsuen, Tai Hang, HK","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Tin Hau Lau Sin Street ATM Services,22.283216,114.192162,"G/F, Park View Mansion, #3 Lau Sin Street, Tin Hau, HK","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE"
_eastern_district,Eastern District,hong_kong_district,MTR Tai Koo Station,22.2845337,114.2162496,MTR Tai Koo Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR North Point Station,22.290879,114.2006345,MTR North Point Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Tin Hau Station,22.2826838,114.1915316,MTR Tin Hau Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Heng Fa Chuen Station,22.2766647,114.2398653,MTR Heng Fa Chuen Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Chai Wan Station,22.2645261,114.2371801,MTR Chai Wan Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Fortress Hill Station,22.2883244,114.1939313,MTR Fortress Hill Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Shau Kei Wan Station,22.2789312,114.2291588,MTR Shau Kei Wan Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Yiu Tung Shopping Centre ATM Services,22.277426,114.224106,"1/F, Yiu Tung Shopping Centre, Yiu Tung Estate, Shaukeiwan","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Sai Wan Ho Station,22.2818951,114.222468,MTR Sai Wan Ho Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Kornhill Plaza (South) ATM Services Centre,22.284487,114.216001,"2/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay, HK","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Quarry Bay Station,22.287944859016434,114.20982778072357,MTR Quarry Bay Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Taikoo Shing (Yiu Sing Mansion),22.286372,114.218760,"G1012-G1013, Yiu Sing Mansion, Taikoo Shing, Hong Kong","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_eastern_district,Eastern District,hong_kong_district,Tsui Wan Estate,22.267949,114.240396,"ATM No.2 Ground Floor, Tsui Wan Shopping Centre, Tsui Wan Estate, Chai Wan, Hong Kong","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,China Life (Overseas),22.291066,114.201141,"G/F, 480 King&apos;s Road, North Point.","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,AIA Tower,22.288422,114.192742,"12/F AIA Tower, 183 Electric Road, North Point Hong Kong",CHEQUE_DEPOSIT
_eastern_district,Eastern District,hong_kong_district,North Point Wealth Management Centre,22.291105,114.200661,"Shop 5B , G/F, Roca Centre, 460-470 King&apos;s Road, North Point, Hong Kong","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Pamela Youde Nethersole Eastern Hospital,22.269438,114.236508,"G/F, Main Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, Hong Kong","ATM_RMB,ATM_CENTRE"
_eastern_district,Eastern District,hong_kong_district,Aldrich Garden,22.280073,114.228488,"Shop 40, Aldrich Garden Shopping Centre, No.2 Oi Lai Street, Shau Kei Wan, Hong Kong.","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_eastern_district,Eastern District,hong_kong_district,Java Road Branch,22.292672,114.202035,"Shop B, G/F, Kiu Wah Building, 188-194 Java Road, North Point, Hong Kong","ATM_CENTRE,ATM_RMB,BOCHK_ISERVICE,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_central_western_district,Central & Western District,hong_kong_district,Central District Branch,22.280249,114.160161,"2A Des Voeux Road Central, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Bonham Road Branch,22.2844809,114.1409265,"63 Bonham Road, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Shek Tong Tsui Branch,22.2862301,114.1345169,"534 Queen&apos;s Road West,  Shek Tong Tsui, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Kennedy Town Branch,22.2835392,114.129382,"Harbour View Garden, 2-2F Catchick Street, Kennedy Town, Hong Kong","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_central_western_district,Central & Western District,hong_kong_district,Connaught Road Central Branch,22.282915,114.157785,"13-14 Connaught Road Central, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Caine Road Branch,22.2808553,114.1526749,"57 Caine Road, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Des Voeux Road West Branch,22.2878895,114.1445758,"111-119 Des Voeux Road West, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Gilman Street Branch,22.2852041,114.154669,"136 Des Voeux Road Central, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Wyndham Street Branch,22.2812076,114.1564853,"G/F, South China Building, 1-3 Wyndham Street, Central, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Western District Branch,22.28681066270472,114.13728140294552,"386-388 Des Voeux Road West, Hong Kong","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_central_western_district,Central & Western District,hong_kong_district,First Street Branch,22.2865402,114.1425311,"55A First Street, Sai Ying Pun, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,United Centre Branch,22.278421,114.165361,"Shop 1021, United Centre, 95 Queensway, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Shun Tak Centre Branch,22.288101,114.1512204,"Shop 225, 2/F, Shun Tak Centre, 200 Connaught Road Central, HK",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Bank of China Tower Branch,22.27925,114.161572,"1 Garden Road, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Central District (Wing On House) Branch,22.283852,114.1564086,"B/F-2/F, Wing on House, 71 Des Voeux Road Central, Hong Kong","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_central_western_district,Central & Western District,hong_kong_district,Queen&apos;s Road West (Sheung Wan) Branch,22.2864297,114.1485646,"2-12 Queen&apos;s Road West, Sheung Wan, Hong Kong",ATM_RMB
_central_western_district,Central & Western District,hong_kong_district,Admiralty Centre ATM Services,22.279481,114.165224,"Shop#97, 1/F Admiralty Centre, 18 Harcourt Road, HK","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_central_western_district,Central & Western District,hong_kong_district,MTR Admiralty Station,22.2780189,114.165959,MTR Admiralty Station,"ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,MTR Sheung Wan Station,22.286659,114.151947,MTR Sheung Wan Station,"ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,MTR Central Station,22.281488,114.158554,MTR Central Station,"ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,Euro Trade Centre ATM Services Centre,22.2827585,114.1576765,"Shop No.W, Euro Trade Centre 13-14 Connaught Road Central, HK","ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,MTR Hong Kong Station,22.28424,114.158882,MTR Hong Kong Station,"ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,3/F Bank of China Tower,22.2796675,114.1612875,"3/F Bank of China Tower, 1 Garden Road, HK","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT"
_central_western_district,Central & Western District,hong_kong_district,G/F Bank of China Tower,22.2796675,114.1612875,"G/F Bank of China Tower, 1 Garden Road, HK","ATM_CENTRE,ATM_RMB,CHEQUE_DEPOSIT"
_central_western_district,Central & Western District,hong_kong_district,University of Hong Kong ATM Centre,22.2828229,114.1361807,"Podium of Haking Wong Bldg, University of Hong Kong, Pok Fu Lam, HK","ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,United Centre Self-Service Banking Centre,22.278421,114.165361,"Shop 1011, United Centre, 95 Queensway, HK","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE"
_central_western_district,Central & Western District,hong_kong_district,MTR Kennedy Town Station,22.281316,114.128987,MTR Kennedy Town Station,"ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE"
_central_western_district,Central & Western District,hong_kong_district,MTR Sai Ying Pun Station,22.287326,114.144236,MTR Sai Ying Pun Station,"ATM_CENTRE,ATM_RMB"
_central_western_district,Central & Western District,hong_kong_district,China&apos;s Foreign Ministry,22.2770036,114.1630349,"42 Kennedy Road, Central, Hong Kong",ATM_CENTRE
_central_western_district,Central & Western District,hong_kong_district,Central Barracks,22.282400,114.163202,"Block 10,  Central Barracks, Hong Kong","ATM_RMB,ATM_CENTRE"
_central_western_district,Central & Western District,hong_kong_district,Hong Kong Special Administrative Region,22.288070,114.139828,"160 Connaught Road West, Sai Ying Pun, Hong Kong","ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,Happy Valley Wealth Management Centre,22.268552,114.186533,"Nos. 49-51A, Sing Woo Road, Happy Valley, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,409 Hennessy Road Branch,22.279338,114.180549,"409-415 Hennessy Road, Wan Chai, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Wan Chai (China Overseas Building) Branch,22.2776532,114.172805,"139 Hennessy Road, Wan Chai, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Percival Street,22.2810066,114.1824703,"Shop 2 on Ground Floor of No. 18 Percival Street (now known as Causeway Corner), Causeway Bay, Hong Kong","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_wan_chai_district,Wan Chai District,hong_kong_district,Harbour Road Branch,22.2798311,114.1760776,"Shop 4, G/F, Causeway Centre, 28 Harbour Road, Wan Chai, Hong Kong","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_wan_chai_district,Wan Chai District,hong_kong_district,Wan Chai (Wu Chung House) Branch,22.2745372,114.1728407,"213 Queen&apos;s Road East, Wan Chai, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Johnston Road Branch,22.276552,114.174389,"152-158 Johnston Road, Wan Chai, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Causeway Bay Branch,22.280542,114.183335,"Shop B, C &amp; D on G/F &amp; 1/F-3/F, Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Happy Valley Branch,22.268921,114.185223,"11 King Kwong Street, Happy Valley, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,Jardine&apos;s Bazaar Branch,22.279608,114.185114,"G/F, Siki Centre, No.23 Jardine&apos;s Bazaar, Causeway Bay, Hong Kong",ATM_RMB
_wan_chai_district,Wan Chai District,hong_kong_district,MTR Wan Chai Station,22.2773543,114.1730167,MTR Wan Chai Station,"ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,Happy Valley Racecourse (Public Stand) ATM Services Centre,22.269802,114.18402,Happy Valley Racecourse - Public Entrance,"ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,Happy Valley Racecourse(Member Stand) ATM Services Centre,22.2722588771868,114.1803503036499,Happy Valley Racecourse-1/F Member&apos;s Main Entrance,"ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,MTR Causeway Bay Station,22.2800834,114.1826128,MTR Causeway Bay Station,"ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,Immigration Tower ATM Services Centre,22.2793434,114.1731023,"Room 1, 1/F Immigration Tower 7 Gloucester Road, Wan Chai, HK","ATM_CENTRE,ATM_RMB"
_wan_chai_district,Wan Chai District,hong_kong_district,Leighton Road Branch,22.277174,114.1819011,"Shop A &amp; B, G/F, First Commercial Building, 33-35 Leighton Road, Causeway Bay, Hong Kong","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE"
_wan_chai_district,Wan Chai District,hong_kong_district,Ruttonjee Hospital,22.275799,114.175333,"LG3, Ruttonjee Hospital, 266 Queen&apos;s Road East, Wan Chai, Hong Kong","ATM_RMB,ATM_CENTRE"
_wan_chai_district,Wan Chai District,hong_kong_district,Tung Wah Eastern Hospital,22.274776,114.190236,"G/F, Main Block, Tung Wah Eastern Hospital, 19 Eastern Hospital Road, Causeway Bay, Hong Kong","ATM_RMB,ATM_CENTRE"
_wan_chai_district,Wan Chai District,hong_kong_district,The Hong Kong Academy for Performing Arts,22.280042,114.170094,"Portion of G/F Academy Block, The Hong Kong Academy for Performing Arts, 1 Gloucester Road, Wan Chai, Hong Kong","ATM_RMB,ATM_CENTRE"
_eastern_district,Eastern District,hong_kong_district,Heng Fa Chuen Branch,22.277675,114.2395195,"Shop 205-208, East Wing Shopping Ctr, Heng Fa Chuen, Chai Wan, HK",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,North Point (Hang Ying Building) Branch,22.290118916372773,114.19621556997299,"Shop B1, 318-328 King&apos; s Road, North Point, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Quarry Bay Branch,22.2845867,114.2133736,"Parkvale, 1060 King&apos;s Road, Quarry Bay, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Sai Wan Ho Branch,22.2811483,114.2226749,"142-146 Shau Kei Wan Road, Sai Wan Ho, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Lee Chung Street Branch,22.2657514,114.2359625,"29-31 Lee Chung Street, Chai Wan, Hong Kong.","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_eastern_district,Eastern District,hong_kong_district,Sheung On Street Branch,22.2674931,114.243502,"77 Sheung On Street, Chai Wan, Hong Kong","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_eastern_district,Eastern District,hong_kong_district,King&apos;s Road Branch,22.2876806,114.1929691,"131-133 King&apos;s Road, North Point, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Healthy Village Branch,22.2919531,114.2062597,"Shop 1&amp;2, Healthy Village Phase II, 668 King&apos;s Rd, North Point, HK","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY"
_eastern_district,Eastern District,hong_kong_district,Chai Wan Branch,22.263987,114.2392275,"Block B, Walton Estate, 341-343 Chai Wan Road, Chai Wan, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Siu Sai Wan Branch,22.2627311,114.2509844,"Shop 19, Cheerful Garden, Siu Sai Wan, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Kam Wa Street Branch,22.2779651,114.2302779,"3 Kam Wa Street, Shau Kei Wan, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,City Garden Branch,22.29075921449037,114.19449627399445,"233 Electric Road, North Point, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Taikoo Shing Branch,22.286204,114.2186012,"Shop P1025-1026 , Chi Sing Mansion, Taikoo Shing, HK",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,North Point Branch,22.291197,114.201019,"Shop B &amp; C, G/F, King&apos;s Towers, 480 King&apos;s Road, North Point, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Shau Kei Wan (Po Man Building) Branch,22.2803379,114.2246653,"260-262 Shau Kei Wan Road, Shau Kei Wan, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,North Point (King&apos;s Centre) Branch,22.28943828618466,114.19420726597309,"193-209 King&apos;s Road, North Point, Hong Kong",ATM_RMB
_eastern_district,Eastern District,hong_kong_district,Lai Tak Tsuen,22.2784156,114.1939856,"G/F, Block 6, Lai Tak Tsuen, Tai Hang, HK","ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,Tin Hau Lau Sin Street ATM Services,22.283216,114.192162,"G/F, Park View Mansion, #3 Lau Sin Street, Tin Hau, HK","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE"
_eastern_district,Eastern District,hong_kong_district,MTR Tai Koo Station,22.2845337,114.2162496,MTR Tai Koo Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR North Point Station,22.290879,114.2006345,MTR North Point Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Tin Hau Station,22.2826838,114.1915316,MTR Tin Hau Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Heng Fa Chuen Station,22.2766647,114.2398653,MTR Heng Fa Chuen Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Chai Wan Station,22.2645261,114.2371801,MTR Chai Wan Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Fortress Hill Station,22.2883244,114.1939313,MTR Fortress Hill Station,"ATM_CENTRE,ATM_RMB"
_eastern_district,Eastern District,hong_kong_district,MTR Shau Kei Wan Station,22.2789312,114.2291588,MTR Shau Kei Wan Station,"ATM_CENTRE,ATM_RMB"
